app_id	app_title	rating	price	no_of_ratings	size	in_app_products	installs	ratings_distribution_5	ratings_distribution_4	ratings_distribution_3	ratings_distribution_2	ratings_distribution_1	is_editors_choice	genre	age_rating	app_url
com.aag.greekwarriors.castledefence	Greek Warriors : Castle Defence	4.1	0	11,080	74M	$0.99 - $99.99 per item	1,000,000+	7,176	1,152	941	313	1,504	0	Simulation	Everyone 10+	https://play.google.com/store/apps/details?id=com.aag.greekwarriors.castledefence
com.tech.lang.keyboard.hindikeyboard	Hindi Keyboard	4.3	0	4,589	22M	nan	1,000,000+	3,258	506	371	117	350	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.tech.lang.keyboard.hindikeyboard
com.racing.car.police3d	Police Car Driving Simulator	3.7	0	6,170	42M	$0.99 - $9.49 per item	1,000,000+	3,323	531	544	393	1,380	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.racing.car.police3d
com.onexsoftech.applock	App Lock	4.0	0	18,000	6.4M	nan	1,000,000+	10,555	2,370	2,000	876	2,200	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.onexsoftech.applock
com.examgroupapps.act_maths_prac	Maths Practice - ACT 2018 Exam	4.4	0	55	1.9M	nan	10,000+	41	4	4	4	2	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.examgroupapps.act_maths_prac
com.PakApps.Jab_wo_pathar_moum_hua	Jab wo Pathar Moum hua, Urdu Novel by Nazia Kanwal	4.4	0	112	4.6M	nan	10,000+	75	25	4	1	7	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.PakApps.Jab_wo_pathar_moum_hua
com.owaisnaat.appbits.owaisrazaqadri	Owais Raza Qadri Naat	4.8	0	124	14M	nan	10,000+	113	3	4	1	3	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.owaisnaat.appbits.owaisrazaqadri
com.Apptriple.Namesofallah.Asmaulhusna	99 Names of Allah: AsmaUlHusna	4.6	0	10,829	11M	nan	1,000,000+	8,860	849	399	281	444	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.Apptriple.Namesofallah.Asmaulhusna
com.aagfreegames.Dinosaur.Battle.Simulator2018	Dinosaur Battle Simulator 2018	3.5	0	28	47M	nan	1,000+	15	2	2	1	9	0	Action	Teen	https://play.google.com/store/apps/details?id=com.aagfreegames.Dinosaur.Battle.Simulator2018
com.tgp.us.army.transport.ambulance.driving.game	US Army Ambulance Driving Game	4.4	0	2,402	44M	$9.99 - $24.99 per item	1,000,000+	1,823	165	137	61	229	0	Simulation	Everyone 10+	https://play.google.com/store/apps/details?id=com.tgp.us.army.transport.ambulance.driving.game
best.status.video.com.xxx	XX Video Status	4.1	0	108	3.5M	nan	50,000+	73	5	12	6	12	0	Personalization	Teen	https://play.google.com/store/apps/details?id=best.status.video.com.xxx
orion.birthday.mom	Happy Birthday Song For Mom	4.3	0	26	8.1M	nan	10,000+	18	4	0	1	3	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=orion.birthday.mom
com.arlie.modistickerwhatsapp	Modi Sticker for WhatsApp	4.3	0	36	5.8M	nan	10,000+	27	3	1	2	4	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.arlie.modistickerwhatsapp
com.novels.ghostrider.AagKaDariyaNovelByQuratulAinHaiderVolume3	Aag Ka Dariya Vol 3 By Quratul Ain Haider	nan	0	nan	16M	nan	50+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.novels.ghostrider.AagKaDariyaNovelByQuratulAinHaiderVolume3
com.shailaapar15.numbersenaam	मोबाइल नंबर से नाम पता करे number se name jane	4.3	0	70	5.3M	nan	10,000+	55	1	2	2	10	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.shailaapar15.numbersenaam
com.hg.coach.bus.driving.offroad.city.academy.school.simulator	Euro Coach Bus Driving - offroad drive simulator	3.8	0	1,823	40M	nan	100,000+	1,093	145	163	76	388	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.hg.coach.bus.driving.offroad.city.academy.school.simulator
com.velsof.voicerecorder	Voice Recorder	4.2	0	238	4.7M	nan	100,000+	155	22	30	5	25	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.velsof.voicerecorder
com.micro.mania.photoeditor.gardenechomirror	Garden Echo Mirror	4.4	0	2,653	10M	nan	1,000,000+	1,960	233	203	91	190	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.micro.mania.photoeditor.gardenechomirror
com.novels.ghostrider.AagKaDariyaNovelByQuratulAinHaiderVolume2	Aag Ka Dariya Vol 2 By Quratul Ain Haider	nan	0	nan	15M	nan	100+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.novels.ghostrider.AagKaDariyaNovelByQuratulAinHaiderVolume2
com.revesoft.mobiledialer.callarabia_90519	Call Arabia	4.0	0	95	4.3M	nan	50,000+	63	8	4	5	15	0	Communication	Everyone	https://play.google.com/store/apps/details?id=com.revesoft.mobiledialer.callarabia_90519
kamal.xhdvideo.player	X HD Video Player	4.3	0	1,058	6.4M	nan	100,000+	698	131	134	39	58	0	Video Players & Editors	Mature 17+	https://play.google.com/store/apps/details?id=kamal.xhdvideo.player
com.gss.flying.spider.superhero.survival	Flying Future Hero Survival	4.2	0	7,383	58M	$0.99 - $1.99 per item	1,000,000+	5,152	549	497	169	1,021	0	Action	Teen	https://play.google.com/store/apps/details?id=com.gss.flying.spider.superhero.survival
com.aagfreegames.Callof.FortNight.ForcesSurvival.Winter.Battle	Call of Battle Royale Forces : Winter Survival	2.9	0	51	37M	nan	5,000+	20	2	4	1	24	0	Action	Teen	https://play.google.com/store/apps/details?id=com.aagfreegames.Callof.FortNight.ForcesSurvival.Winter.Battle
com.wws.americanfootball.logo.colorbynumber	American Football Logo Color By Number - Pixel Art	4.1	0	32	24M	$1.99 per item	5,000+	22	1	3	2	4	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.wws.americanfootball.logo.colorbynumber
com.dexterltd.livewallpaper.ganpatibappa	Ganpati Ganesh - All In One	4.5	0	6,338	24M	nan	500,000+	4,677	758	377	197	330	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.dexterltd.livewallpaper.ganpatibappa
nithra.math.aptitude	Aptitude Test and Preparation, Tricks & Practice	4.5	0	36,439	6.8M	$1.00 per item	1,000,000+	24,544	8,342	2,068	623	872	0	Education	Everyone	https://play.google.com/store/apps/details?id=nithra.math.aptitude
com.kt.scaryringtones	Scary Ringtones	4.1	0	1,496	Varies with device	nan	100,000+	858	258	155	69	156	0	Personalization	Everyone 10+	https://play.google.com/store/apps/details?id=com.kt.scaryringtones
com.avarmmg.net.loudestairhorn	Loudest Air Horn	4.1	0	11,805	6.7M	nan	10,000,000+	8,164	883	665	299	1,822	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.avarmmg.net.loudestairhorn
com.cls.networkwidget	Signal Strength	4.1	0	6,563	4.8M	$0.99 - $1.99 per item	1,000,000+	3,681	1,218	782	334	551	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.cls.networkwidget
com.aagfreegames.city.bus.simulator.coach.driving	City Bus Simulator 2018: Coach Driving	4.0	0	27	35M	nan	1,000+	17	3	3	0	5	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.aagfreegames.city.bus.simulator.coach.driving
com.mg.futurenewyorkmotorcycle3d	Future New York Motorcycle 3D	4.4	0	3,050	58M	$2.99 - $99.99 per item	1,000,000+	2,364	178	164	62	282	0	Simulation	Teen	https://play.google.com/store/apps/details?id=com.mg.futurenewyorkmotorcycle3d
com.OppanaGames.LuxuryPoliceCar	Luxury Police Car	4.2	0	16,613	82M	nan	1,000,000+	11,713	1,296	1,073	464	2,070	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.OppanaGames.LuxuryPoliceCar
com.aagfreegames.last.day.of.survival.gangster.panda.on.earth	Last Day of Survival Gangster Panda On Earth	3.4	0	28	37M	nan	1,000+	14	2	1	2	9	0	Simulation	Teen	https://play.google.com/store/apps/details?id=com.aagfreegames.last.day.of.survival.gangster.panda.on.earth
com.foxsports.android	FOX Sports: Live Streaming, Scores & News	4.0	0	31,138	88M	nan	5,000,000+	16,867	6,464	2,507	1,261	4,051	0	Sports	Teen	https://play.google.com/store/apps/details?id=com.foxsports.android
com.devsof.fillingvideoringtoneforincomingcall	Feeling Video Ringtone for Incoming Call	4.5	0	548	21M	nan	100,000+	435	44	34	8	38	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.devsof.fillingvideoringtoneforincomingcall
com.vanyapps.aviationdictionary	Aviation Dictionary	4.6	0	595	7.7M	nan	50,000+	459	94	19	3	20	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.vanyapps.aviationdictionary
com.peacock.tnine.flowerImageAppz	Flower Images	4.8	0	192	12M	nan	50,000+	168	13	8	2	2	0	Personalization	Mature 17+	https://play.google.com/store/apps/details?id=com.peacock.tnine.flowerImageAppz
fm.wars.goquest	Go Quest Online (Baduk/Weiqi)	4.3	0	3,306	7.6M	nan	100,000+	2,052	781	200	81	193	0	Board	Everyone	https://play.google.com/store/apps/details?id=fm.wars.goquest
com.dildar.photoframe.gardenphotoeditor	Garden Photo Editor	4.2	0	387	8.7M	nan	100,000+	267	31	25	15	49	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.dildar.photoframe.gardenphotoeditor
com.OppanaGames.PoliceCarChase	Police Car: Chase	4.2	0	1,981	78M	$0.99 - $79.99 per item	100,000+	1,374	166	138	60	243	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.OppanaGames.PoliceCarChase
com.anttek.explorer.tiffviewerplugin	Tiff Viewer Plugin	3.5	0	272	753k	nan	100,000+	136	22	21	15	78	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.anttek.explorer.tiffviewerplugin
com.aagfreegames.last.dayof.fortnight.winter.battle.royale	Last Day of Survival Winter Battle Royale	3.7	0	356	34M	nan	10,000+	206	32	25	10	88	0	Action	Teen	https://play.google.com/store/apps/details?id=com.aagfreegames.last.dayof.fortnight.winter.battle.royale
calclock.applock.loker	Calc App Lock	4.1	0	42	4.6M	nan	1,000+	27	6	1	4	4	0	Tools	Everyone	https://play.google.com/store/apps/details?id=calclock.applock.loker
net.andromo.dev349673.app362851	Sheikh Umal - VIDEO Somali	4.5	0	115	3.0M	nan	10,000+	90	6	9	3	7	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=net.andromo.dev349673.app362851
com.skisosoft.cts	Cargo Transport Simulator	4.4	0	131,605	53M	$0.99 - $8.49 per item	5,000,000+	92,781	18,503	9,212	2,665	8,496	0	Simulation	Teen	https://play.google.com/store/apps/details?id=com.skisosoft.cts
tattoo.my.photo	Tattoo My Photo	4.1	0	8,946	15M	nan	1,000,000+	5,413	1,153	1,136	387	857	0	Photography	Everyone	https://play.google.com/store/apps/details?id=tattoo.my.photo
com.appex.vivid	VIVID Travel	4.3	0	38	17M	nan	50,000+	27	5	2	3	2	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.appex.vivid
com.greenalian_dancingvideos.funny_aliandance	Funny Green Alien Dance – Dame Tu Cosita Dance	3.4	0	8	4.6M	nan	5,000+	4	0	1	1	2	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.greenalian_dancingvideos.funny_aliandance
com.superevilmegacorp.game	Vainglory 5V5	4.4	0	768,853	15M	$0.99 - $99.99 per item	10,000,000+	566,260	74,739	38,279	20,479	69,221	1	Strategy	Teen	https://play.google.com/store/apps/details?id=com.superevilmegacorp.game
org.logpedia.bluetooth	Bluetooth settings shortcut	3.3	0	12,463	26k	nan	1,000,000+	5,844	1,106	909	716	3,893	0	Tools	Everyone	https://play.google.com/store/apps/details?id=org.logpedia.bluetooth
bg.vd.vtomvid	Video to MP3	4.1	0	294	12M	nan	50,000+	188	37	17	12	41	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=bg.vd.vtomvid
com.aag.furious.train.sniper	Furious Train Sniper 2016	4.0	0	23,444	56M	$0.99 - $74.99 per item	5,000,000+	14,016	2,764	2,717	1,428	2,519	0	Simulation	Mature 17+	https://play.google.com/store/apps/details?id=com.aag.furious.train.sniper
com.algoriddim.djay_free	djay FREE - DJ Mix Remix Music	4.1	0	193,067	30M	$2.99 per item	10,000,000+	121,010	25,146	15,740	7,778	23,417	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.algoriddim.djay_free
com.cupumanik.ceramah.lucu.ust.evie.effendi	Ceramah Sunda Gaul Ust. Evie Effendi	nan	0	100	6.2M	nan	5,000+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.cupumanik.ceramah.lucu.ust.evie.effendi
com.andromo.dev405941.app393934	MP3 AYAT-AYAT RUQYAH	4.6	0	2,189	11M	nan	100,000+	1,643	305	136	53	52	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev405941.app393934
com.marothiatechs.gulel	Shoot Girl's Fruits : Gulel	3.7	0	26,819	5.0M	nan	5,000,000+	12,157	5,143	3,424	2,289	3,806	0	Action	Everyone	https://play.google.com/store/apps/details?id=com.marothiatechs.gulel
app.photo.video.editor.xxvideoplayer	HD Video Player for Android	4.1	0	894	6.4M	nan	100,000+	578	80	98	31	114	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=app.photo.video.editor.xxvideoplayer
hexapanel.mobileloctracker	Mobile Number Location Tracker 2018	4.1	0	129	12M	nan	50,000+	86	13	10	1	20	0	Communication	Everyone	https://play.google.com/store/apps/details?id=hexapanel.mobileloctracker
com.aggames.tps2	Police Simulator 2	3.9	0	3,270	63M	nan	500,000+	2,049	243	223	160	597	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.aggames.tps2
com.heavymountain.bus2018simulator	Heavy Mountain Bus Simulator 2018	4.0	0	7,353	49M	nan	5,000,000+	4,706	452	479	251	1,344	0	Auto & Vehicles	Everyone	https://play.google.com/store/apps/details?id=com.heavymountain.bus2018simulator
com.cbs.app	CBS - Full Episodes & Live TV	3.8	0	97,950	19M	$1.00 - $9.99 per item	10,000,000+	51,619	14,769	7,842	5,714	18,024	0	Entertainment	Teen	https://play.google.com/store/apps/details?id=com.cbs.app
com.faizaatlas.chleh	أغاني فيزة أطلس  بدون أنترنيت  Faiza Atlas‎	nan	0	176	70M	nan	10,000+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.faizaatlas.chleh
com.broterinc.camera	HD Zoom Camera	4.1	0	29	3.3M	nan	10,000+	21	0	2	2	4	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.broterinc.camera
com.aagfreegames.LastDayof.FortCraft.War.Winter.BattleRoyale	Last Day of Fortcraft War Winter Battle Royale	2.8	0	41	22M	nan	1,000+	14	3	3	1	20	0	Action	Teen	https://play.google.com/store/apps/details?id=com.aagfreegames.LastDayof.FortCraft.War.Winter.BattleRoyale
com.tai.backgroundchanger	Photo Background Changer	4.1	0	829	23M	nan	100,000+	526	95	80	20	112	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.tai.backgroundchanger
com.sangaku.maths.en	Math theory	4.5	0	1,195	3.3M	nan	100,000+	897	166	68	22	43	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.sangaku.maths.en
com.wordpress.httpsredefiningproductions.ohyeah	OH YEAH	2.6	0	461	5.1M	nan	100,000+	159	18	18	14	252	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.wordpress.httpsredefiningproductions.ohyeah
com.aislamisthewayoflife.bfypluresxjkwfsriuyvdeudsoloalrip	Ceramah Ustad Evie Effendi	nan	0	2	5.6M	nan	500+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.aislamisthewayoflife.bfypluresxjkwfsriuyvdeudsoloalrip
com.kbmmobile.kbm.user.ruqyah.mp3.offline.sheikh.mishary.rashid.alafasy.terapiruqyahampuh.ayat.ruqya	Ruqyah Mp3 Offline : Sheikh Mishary Rashid Alafasy	4.8	0	249	23M	nan	10,000+	209	30	11	0	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.kbmmobile.kbm.user.ruqyah.mp3.offline.sheikh.mishary.rashid.alafasy.terapiruqyahampuh.ayat.ruqya
com.milliongames.russiantrainsimulator	Russian Train Simulator	4.1	0	7,404	66M	$1.99 - $144.99 per item	1,000,000+	4,936	575	471	169	1,209	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.milliongames.russiantrainsimulator
com.ghrbthe.psekme	Ghar Baithe Paise Kamaye	4.3	0	396	2.9M	nan	100,000+	287	34	29	9	38	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.ghrbthe.psekme
com.UrduNovels.Ay_Mohabbat_Teri_Khatir	Aay Mohabbat Teri Khatir Novel - Nazia Kanwal	4.4	0	5	3.5M	nan	1,000+	3	1	1	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.UrduNovels.Ay_Mohabbat_Teri_Khatir
com.appsjmonline.airtrafficcontrolradiotowerradioairtraffic	Air Traffic Control Radio Tower Radio Air Traffic	3.2	0	88	4.4M	nan	10,000+	36	8	12	5	27	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=com.appsjmonline.airtrafficcontrolradiotowerradioairtraffic
com.Rohaandroid.Teri_Adat_Ho_Gai_By_Ann_Aliyass	Teri Adat Ho Gai - Ana Ilyas	4.4	0	30	23M	nan	5,000+	19	8	3	1	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.Rohaandroid.Teri_Adat_Ho_Gai_By_Ann_Aliyass
com.pickle.PoliceCarlDriftSimulator	Police Car Drift Simulator	4.3	0	7,058	65M	nan	1,000,000+	5,159	532	418	138	815	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.pickle.PoliceCarlDriftSimulator
com.gimansur.nancy	Nancy Ajram Music Lyrics	nan	0	8	8.4M	nan	1,000+	0	0	0	0	0	0	Entertainment	Everyone 10+	https://play.google.com/store/apps/details?id=com.gimansur.nancy
com.shahenshah.FinancialManagement	Financial Management Questions	4.4	0	16	5.7M	nan	5,000+	9	4	3	0	0	0	Education	Mature 17+	https://play.google.com/store/apps/details?id=com.shahenshah.FinancialManagement
com.htc.cs.identity	HTC Account—Services Sign-in	4.2	0	16,257	Varies with device	nan	10,000,000+	10,489	2,397	1,119	426	1,833	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.htc.cs.identity
com.hangoverstudios.vehicleinfo	RTO Vehicle Information	4.5	0	37,691	4.2M	$0.99 - $9.99 per item	1,000,000+	27,761	6,003	2,045	434	1,507	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.hangoverstudios.vehicleinfo
beasttech.terimohabbatmeinpagal	Teri mohabbat mein pagal huy Urdu novel	4.7	0	124	30M	nan	10,000+	103	12	6	2	3	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=beasttech.terimohabbatmeinpagal
com.wbald.eye	Eye Lock Screen	4.1	0	579	5.5M	nan	100,000+	395	38	37	9	101	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.wbald.eye
com.OppanaGames.UrbanCarSim	Urban Car Simulator	4.2	0	25,240	20M	$0.99 - $119.99 per item	1,000,000+	18,011	1,844	1,388	585	3,433	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.OppanaGames.UrbanCarSim
com.gbs.grand.carparking.multistorey.smartdrive.simulator	Advance Street Car Parking 3D: City Cab PRO Driver	4.2	0	1,412	53M	$0.99 - $12.99 per item	1,000,000+	881	93	116	50	165	0	Auto & Vehicles	Everyone	https://play.google.com/store/apps/details?id=com.gbs.grand.carparking.multistorey.smartdrive.simulator
com.hindi.rhymes.GaiyaMeri.KidsSongs	Gaiya Meri –Meri Pyari Gaiya : offline videos	4.4	0	12	7.6M	nan	5,000+	10	0	2	1	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.hindi.rhymes.GaiyaMeri.KidsSongs
com.sachi.dhadpadnara_shyam_marathi.AOUPCFXTHODNDZYM	Dhadpadnara Shyam in Marathi	4.1	0	80	425k	nan	5,000+	48	12	8	5	7	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.sachi.dhadpadnara_shyam_marathi.AOUPCFXTHODNDZYM
com.sambaratadroid.wayanggolek.ustadzcepot.videocepot	CERAMAH CEPOT	nan	0	40	3.9M	nan	5,000+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.sambaratadroid.wayanggolek.ustadzcepot.videocepot
com.andromo.dev626263.app627345	Ayat Ruqyah mp3 Offline Sheikh Saad al Ghamdi	4.7	0	246	11M	nan	10,000+	196	40	7	3	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev626263.app627345
com.seasoft.frame.photocollageart	Photo Collage Art	4.1	0	128,530	2.5M	nan	10,000,000+	73,856	20,755	13,951	7,595	12,408	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.seasoft.frame.photocollageart
com.ceramahlucu.khzainudinmz	Ceramah KH Zainuddin MZ Lucu - Dai Sejuta Umat	nan	0	nan	3.5M	nan	100+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.ceramahlucu.khzainudinmz
com.pavahainc.eyecolorcamera	Eye Color Camera: Colour Changer	4.2	0	540	23M	nan	100,000+	382	35	46	18	72	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.pavahainc.eyecolorcamera
com.vanso.gtbankapp	GTBank	4.1	0	16,755	Varies with device	nan	1,000,000+	9,692	3,140	1,722	773	1,439	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.vanso.gtbankapp
com.lockio	lockIO: Theft Prevention and Security System	4.1	0	4,012	8.0M	$2.99 per item	100,000+	2,544	540	357	161	432	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.lockio
com.pickle.PoliceCarDrivingOffroad	Police Car Driving Offroad	4.3	0	39,772	44M	$2.49 - $5.99 per item	5,000,000+	27,695	4,360	3,079	1,047	3,594	0	Simulation	Teen	https://play.google.com/store/apps/details?id=com.pickle.PoliceCarDrivingOffroad
rougelans.gunsmodformcpe	Guns mod for MCPE	4.3	0	16,611	6.8M	nan	1,000,000+	11,839	1,371	1,554	310	1,667	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=rougelans.gunsmodformcpe
com.PakApps.Dar_e_Dil_by_Nabila_Aziz	Dar e Dil Novel by Nabeela Aziz	3.7	0	54	3.7M	nan	5,000+	29	6	3	4	12	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.PakApps.Dar_e_Dil_by_Nabila_Aziz
com.freeaudiobooks.biography	Biography Audiobooks	4.6	0	10	3.6M	nan	1,000+	9	0	0	0	1	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.freeaudiobooks.biography
com.behtarzindagi.consumer	Behtar Zindagi	4.4	0	224	Varies with device	nan	10,000+	173	17	18	4	15	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=com.behtarzindagi.consumer
com.aswdc_civildictionary	Civil Engineering Dictionary	4.4	0	53	4.3M	nan	10,000+	38	5	6	0	4	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.aswdc_civildictionary
ca.cfl.cflfootballfrenzy	CFL Football Frenzy	4.1	0	3,165	48M	$2.49 - $45.99 per item	100,000+	2,150	244	158	70	547	0	Arcade	Everyone	https://play.google.com/store/apps/details?id=ca.cfl.cflfootballfrenzy
videoeditor.phototomoviemaker	Photo me se Video Banaye	4.4	0	286	28M	nan	100,000+	211	26	25	10	18	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=videoeditor.phototomoviemaker
com.applinksoft.ahatamatar	Aaha Tamatar bada Mazedar Kids Poem	nan	0	nan	7.5M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.applinksoft.ahatamatar
com.app1daily.examenglish	Competitive Exam English	4.5	0	64	2.2M	nan	10,000+	44	12	5	1	2	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.app1daily.examenglish
com.va.st	Sujatha Stories - சுஜாதா சிறுகதைகள்	4.8	0	44	3.0M	nan	10,000+	37	5	2	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.va.st
announcer.ringtone.caller.name.talker	Caller Name Talker	4.1	0	764	4.1M	nan	100,000+	492	66	71	42	95	0	Tools	Everyone	https://play.google.com/store/apps/details?id=announcer.ringtone.caller.name.talker
com.jackjohn.filmdirector	Film Director	4.1	0	35	51M	nan	5,000+	25	3	1	0	7	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.jackjohn.filmdirector
com.zaid.twice	TWICE - YES or YES	nan	0	8	3.5M	nan	500+	0	0	0	0	0	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=com.zaid.twice
com.gumdropgames.PoliceCarDrivingPoliceChase	Police Car Driving - Police Chase	4.2	0	1,597	42M	nan	500,000+	1,111	122	102	50	214	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.gumdropgames.PoliceCarDrivingPoliceChase
it.rortos.realflight	Airline Commander - A real flight experience	4.5	0	35,265	33M	$3.49 - $124.99 per item	1,000,000+	26,717	4,525	1,619	537	2,158	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=it.rortos.realflight
com.leoparddevelopers.womerahainimraahmedurdunovel	Wo Mera Hai Nimra Ahmed Urdu Full Novel	4.5	0	229	3.5M	nan	50,000+	168	34	16	5	6	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.leoparddevelopers.womerahainimraahmedurdunovel
com.faststarstudios.fastcharging	Super Fast Charging 5x	4.5	0	5,324	2.4M	nan	100,000+	4,143	539	321	87	261	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.faststarstudios.fastcharging
com.patternlogics.tamilkeyboardforandroid	Tamil Keyboard for Android	4.2	0	251	6.3M	nan	100,000+	145	45	35	6	20	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.patternlogics.tamilkeyboardforandroid
com.progames.farhanqadri	Farhan Ali Qadri Naats Mp3	4.3	0	97	3.2M	nan	10,000+	68	8	7	6	8	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.progames.farhanqadri
com.lovekamasutra.ikamasutralite	iKamasutra® Lite Sex Positions	4.3	0	121,400	29M	$0.99 - $2.99 per item	10,000,000+	68,154	30,700	14,167	3,290	5,099	0	Books & Reference	Mature 17+	https://play.google.com/store/apps/details?id=com.lovekamasutra.ikamasutralite
com.blogspot.shivashaktiapp.earnathome	घर बैठे पैसे कमाएं : Earn Money at Home Daily	4.3	0	1,498	2.6M	nan	500,000+	1,106	92	69	33	201	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.blogspot.shivashaktiapp.earnathome
com.myfopi	FOPI	3.9	0	588	7.0M	nan	50,000+	377	40	37	24	117	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.myfopi
com.pickle.police_bike_city_simulator	Police Bike City Simulator	4.3	0	6,359	52M	nan	1,000,000+	4,601	573	386	170	631	0	Simulation	Everyone 10+	https://play.google.com/store/apps/details?id=com.pickle.police_bike_city_simulator
com.raviprakash.shrutihaasanwallpaper	Shruti Haasan Wallpaper	4.7	0	75	3.8M	nan	10,000+	66	4	2	1	3	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.raviprakash.shrutihaasanwallpaper
com.jfftgt.bousy.audio	أغاني بوسي 2019 بدون نت - aghany bousy 2019‎	nan	0	2	3.6M	nan	1,000+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.jfftgt.bousy.audio
