app_id	app_title	rating	price	no_of_ratings	size	in_app_products	installs	ratings_distribution_5	ratings_distribution_4	ratings_distribution_3	ratings_distribution_2	ratings_distribution_1	is_editors_choice	genre	age_rating	app_url
com.pediref	PediRef: Pocket Pediatrics	4.6	0	34	2.4M	nan	5,000+	25	4	5	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.pediref
com.appquiz.baby.ballons	Baby Balloons 🎈 pop	3.6	0	6,382	17M	$1.99 per item	1,000,000+	2,812	1,016	866	596	1,092	0	Educational	Everyone	https://play.google.com/store/apps/details?id=com.appquiz.baby.ballons
com.atozkurnool.customer	AtoZ Kurnool - Food Delivery	4.2	0	51	12M	nan	1,000+	37	5	0	0	9	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.atozkurnool.customer
com.hyperkani.bomberfriends	Bomber Friends	4.5	0	847,225	61M	$0.99 - $119.99 per item	10,000,000+	622,173	107,332	52,359	18,990	47,176	0	Action	Everyone 10+	https://play.google.com/store/apps/details?id=com.hyperkani.bomberfriends
com.AECSolutions.aecinspect	Builterra	nan	0	nan	26M	nan	100+	0	0	0	0	0	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.AECSolutions.aecinspect
com.mobincube.tikun_haklali.sc_HNQQDI	Tikun Hakelali 2.0	nan	0	11	29M	nan	100+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.mobincube.tikun_haklali.sc_HNQQDI
com.axu.zip.kitten	Kittens Zippy Lock Screen	nan	0	nan	16M	nan	50+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.axu.zip.kitten
com.perfectApps.chamtkari_paudhe	लाभदायक चमत्कारी पौधे	4.2	0	60	5.6M	nan	10,000+	38	10	6	1	5	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.perfectApps.chamtkari_paudhe
com.kenya.quickloan	Kenya Loans Hub	3.8	0	199	3.4M	nan	50,000+	111	23	14	10	41	0	Social	Teen	https://play.google.com/store/apps/details?id=com.kenya.quickloan
com.sanfordguide.eacs.guidelines	EACS	4.6	0	22	32M	nan	1,000+	15	5	2	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.sanfordguide.eacs.guidelines
com.rukibbs.aoiappli.aoiappli_junioronly_bbs	中高生専用掲示板 -学生BBS-	3.4	0	122	3.7M	nan	10,000+	52	16	13	9	32	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.rukibbs.aoiappli.aoiappli_junioronly_bbs
com.mypthub.aecfitnesscoaching	AEC FITNESS COACHING	nan	0	nan	43M	nan	1+	0	0	0	0	0	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.mypthub.aecfitnesscoaching
biz.jidori.app	株式会社　松風	nan	0	nan	39M	nan	100+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=biz.jidori.app
com.axu.zip.car	Car Zipper Lock Screen	nan	0	nan	14M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.axu.zip.car
com.skyedev.bffgirlmusicale	BFF Girls Música	nan	0	34	5.8M	nan	1,000+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.skyedev.bffgirlmusicale
com.tupe.myfinger.print.screen.lock.simulator	My Finger Print Screen Lock Prank	4.0	0	307	12M	nan	50,000+	202	27	21	9	49	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.tupe.myfinger.print.screen.lock.simulator
com.frenchtraduction.arabic.dictionnaire	قاموس بدون انترنت فرنسي عربي والعكس ناطق مجاني‎	4.4	0	11,657	11M	nan	1,000,000+	8,643	1,338	790	230	718	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.frenchtraduction.arabic.dictionnaire
com.youvisit.hybridvr109075	Johns Hopkins Experience	nan	0	nan	60M	nan	100+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.youvisit.hybridvr109075
hindi.bestattitudestatus.b2018	Best Attitude Status	4.4	0	605	6.9M	nan	100,000+	442	59	51	20	42	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=hindi.bestattitudestatus.b2018
com.coreapps.android.followme.nsgc_ec2015	NSGC	4.5	0	2	23M	nan	1,000+	1	1	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.coreapps.android.followme.nsgc_ec2015
de.carplounge.baitboatremotev3	Carplounge GPS Autopilot V3	4.3	0	21	65M	nan	500+	15	2	2	0	2	0	Libraries & Demo	Everyone	https://play.google.com/store/apps/details?id=de.carplounge.baitboatremotev3
com.axu.zip.leather	Leather Zippy Lock Screen	nan	0	nan	18M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.axu.zip.leather
etudes.bibliques.appsimin	Études bibliques	nan	0	16	3.4M	$2.49 per item	1,000+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=etudes.bibliques.appsimin
com.pescapps.kidspaint	Paint Easy	3.6	0	43,041	2.9M	nan	10,000,000+	20,239	5,315	4,670	3,690	9,134	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.pescapps.kidspaint
com.ErenApaydin.TransitDriftandDrivingSimulator	Transit Drift & Driving Simulator	4.4	0	905	69M	nan	100,000+	692	58	54	14	87	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.ErenApaydin.TransitDriftandDrivingSimulator
com.VKRgames.RacingExpert	Taytona Racing	4.6	0	249	13M	nan	10,000+	194	33	14	3	6	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.VKRgames.RacingExpert
com.chotiapp.boudi	Bangla Choti - Boudi	4.5	0	79	7.3M	nan	10,000+	63	5	4	2	5	0	Entertainment	Teen	https://play.google.com/store/apps/details?id=com.chotiapp.boudi
com.aec.gitex.ar	Augmented Reality	4.4	0	16	80M	nan	1,000+	13	0	1	0	2	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.aec.gitex.ar
com.universal.informer.sudak	Ловля Судака Советы	nan	0	21	4.5M	nan	5,000+	0	0	0	0	0	0	Books & Reference	Everyone 10+	https://play.google.com/store/apps/details?id=com.universal.informer.sudak
com.zmobileapps.babypics	Baby Pics Free	4.6	0	13,814	21M	$1.99 - $3.99 per item	1,000,000+	10,283	2,194	710	233	460	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.zmobileapps.babypics
com.axu.pipcameraeffects	PIP Camera Picture Effects	nan	0	nan	3.1M	nan	10+	0	0	0	0	0	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.axu.pipcameraeffects
com.transfermovil.transfermovil	Transfer Movil	3.7	0	128	3.3M	nan	10,000+	66	12	18	13	19	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.transfermovil.transfermovil
com.palmeralabs.happy_new_year_2016_stickers	Happy New Year  Stickers	4.3	0	279	7.3M	$0.99 per item	10,000+	173	59	25	4	18	0	Photography	Everyone 10+	https://play.google.com/store/apps/details?id=com.palmeralabs.happy_new_year_2016_stickers
com.speed.translate	Easy Translator Multilanguage	4.4	0	3,078	2.4M	nan	100,000+	2,222	315	251	86	205	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.speed.translate
com.movilesapp.FmRadioPakistanAllStations	Fm Radio Pakistan All Stations - Fm Radio Pakistan	nan	0	nan	10M	nan	100+	0	0	0	0	0	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=com.movilesapp.FmRadioPakistanAllStations
org.horoscope.nointernet.getit	Женский гороскоп	nan	0	2	2.2M	nan	100+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=org.horoscope.nointernet.getit
com.auctionmobility.auctions.bbswholesale	BB's Online Auction	3.9	0	9	37M	nan	500+	5	2	0	0	2	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=com.auctionmobility.auctions.bbswholesale
com.applop.ls1161783	Assam Engineering College	4.7	0	13	8.7M	nan	100+	12	0	0	0	1	0	Events	Everyone	https://play.google.com/store/apps/details?id=com.applop.ls1161783
com.biomagzine.jaikalki.class10ncertscisolution	Class 10th Science Hindi Medium	4.6	0	857	36M	nan	100,000+	667	93	55	12	34	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.biomagzine.jaikalki.class10ncertscisolution
com.axu.zip.cutedoll	Cute Doll Zipper Lock Screen	nan	0	nan	13M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.axu.zip.cutedoll
com.ACP.ClinicalGuidelines	ACP Clinical Guidelines	3.9	0	594	Varies with device	nan	100,000+	273	140	73	43	65	0	Medical	Everyone 10+	https://play.google.com/store/apps/details?id=com.ACP.ClinicalGuidelines
swmr.pakistan.pro	📻 Radio Pakistan ☪️ ریڈیو پاکستان‎	nan	0	nan	3.0M	$0.99 per item	500+	0	0	0	0	0	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=swmr.pakistan.pro
com.expatriates.bahrain	Bahrain Expatriates Classified	4.4	0	541	14M	nan	50,000+	376	96	29	15	26	0	Social	Teen	https://play.google.com/store/apps/details?id=com.expatriates.bahrain
com.devsolution.sovetyribak	Советы спиннингисту	nan	0	14	12M	nan	5,000+	0	0	0	0	0	0	Sports	Everyone	https://play.google.com/store/apps/details?id=com.devsolution.sovetyribak
com.pairlink.als	ADVANCED LIGHTING SYSTEMS	4.5	0	2	497k	nan	100+	1	1	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.pairlink.als
com.tgif.baby.photo.story.maker	Baby Photo Story Maker	3.4	0	468	7.2M	nan	500,000+	226	45	37	20	142	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.tgif.baby.photo.story.maker
com.orionsmason.carpuzzlefree	Car Games for Kids: Puzzles	3.6	0	2,131	32M	$1.99 per item	500,000+	970	344	241	218	358	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.orionsmason.carpuzzlefree
com.mycompany.ucin	UCIN-Calc Beta	4.9	0	42	20M	nan	1,000+	38	4	0	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.mycompany.ucin
com.mobirix.pinballking	Pinball King	4.3	0	29,604	43M	$2.99 - $99.99 per item	5,000,000+	17,866	6,004	3,421	743	1,670	1	Arcade	Everyone	https://play.google.com/store/apps/details?id=com.mobirix.pinballking
app.example.johnsaunders.currencyconverter	Currency Converter	nan	0	nan	2.1M	nan	5+	0	0	0	0	0	0	Finance	Teen	https://play.google.com/store/apps/details?id=app.example.johnsaunders.currencyconverter
rrbexamapp.railwayexampreparationapps.rrbgroupd.rrb_groupd_alp_ssc_cgl_cpo_bank_po_clerk	RRB Exam App 2018 - Railway Exam Preparation Apps	3.9	0	7	8.5M	nan	10+	5	0	0	0	2	0	Education	Everyone	https://play.google.com/store/apps/details?id=rrbexamapp.railwayexampreparationapps.rrbgroupd.rrb_groupd_alp_ssc_cgl_cpo_bank_po_clerk
sme.legal.aec.aec_smes	AEC Legal SME Application	5.0	0	nan	11M	nan	10+	1	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=sme.legal.aec.aec_smes
com.devsolution.fishall	Всё о рыбалке	nan	$1.99 	nan	45M	nan	10+	0	0	0	0	0	0	Sports	Everyone	https://play.google.com/store/apps/details?id=com.devsolution.fishall
com.piupiuapps.photobaby	Baby Photo Editor	4.0	0	222	17M	nan	100,000+	140	28	15	7	40	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.piupiuapps.photobaby
digitalphotoapps.facelock	Face Screen Lock Prank	4.1	0	2,272	6.6M	nan	500,000+	1,596	141	118	79	346	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=digitalphotoapps.facelock
es.copanonga.glasgowpaediatricfree	Pediatric Scale Glasgow Free	4.3	0	98	311k	nan	10,000+	58	27	5	2	6	0	Medical	Everyone	https://play.google.com/store/apps/details?id=es.copanonga.glasgowpaediatricfree
com.nryaydn95.carparking3d	Car Parking 3D	3.7	0	35,279	27M	nan	1,000,000+	18,634	4,028	3,823	2,493	6,304	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.nryaydn95.carparking3d
enricomoretti.coricurvasud	Cori Curva SUD	nan	0	17	25M	nan	1,000+	0	0	0	0	0	0	Sports	Teen	https://play.google.com/store/apps/details?id=enricomoretti.coricurvasud
com.Network.Network	Computer Networks Test	nan	0	2	3.1M	nan	500+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.Network.Network
es.semicinternet.mercolleida	Mercolleida	nan	0	nan	8.2M	nan	50+	0	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=es.semicinternet.mercolleida
com.politico.android	POLITICO	3.4	0	2,315	3.7M	nan	100,000+	813	453	299	236	514	0	News & Magazines	Teen	https://play.google.com/store/apps/details?id=com.politico.android
com.wright.dev.askgodwhyfree	Ask God Why (Free Version)	2.6	0	26	4.7M	nan	1,000+	8	3	0	1	14	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.wright.dev.askgodwhyfree
mobi4hobby.babynames	Baby Names	4.4	0	264	2.9M	nan	100,000+	181	55	10	9	12	0	Parenting	Everyone	https://play.google.com/store/apps/details?id=mobi4hobby.babynames
com.Yoypo.WorldAlphabets	World Alphabets	4.1	0	461	35M	nan	100,000+	291	53	34	18	65	0	Educational	Everyone	https://play.google.com/store/apps/details?id=com.Yoypo.WorldAlphabets
br.com.easyos	EasyOS	nan	0	9	4.5M	nan	100+	0	0	0	0	0	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=br.com.easyos
coop.nisc.android.smarthub	SmartHub	3.9	0	3,052	6.8M	nan	500,000+	1,684	466	232	145	530	0	Tools	Everyone	https://play.google.com/store/apps/details?id=coop.nisc.android.smarthub
ru.iprado.spot	Spot it: Find the Difference	4.3	0	9,699	27M	nan	1,000,000+	6,707	986	832	217	961	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=ru.iprado.spot
photo.editor.b912_camera_selfie_photo_editor	B912 HD Perfect Camera Selfie	4.0	0	102	16M	nan	10,000+	64	9	8	6	18	0	Photography	Everyone	https://play.google.com/store/apps/details?id=photo.editor.b912_camera_selfie_photo_editor
edu.jhu.mobile	JHUMobile	3.5	0	22	3.4M	nan	1,000+	10	3	3	1	5	0	Education	Everyone	https://play.google.com/store/apps/details?id=edu.jhu.mobile
com.bravolang.dictionary.arabic	Arabic English Dictionary & Translator Free	4.4	0	5,528	Varies with device	$1.99 per item	100,000+	3,815	815	419	185	297	0	Education	Teen	https://play.google.com/store/apps/details?id=com.bravolang.dictionary.arabic
com.axcore.sitesupervisorapp	Site Supervisor App	4.0	0	108	9.6M	nan	50,000+	57	20	15	3	13	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.axcore.sitesupervisorapp
de.mbaec.mbplayer	Jonny	nan	0	34	9.2M	nan	1,000+	0	0	0	0	0	0	Libraries & Demo	Everyone	https://play.google.com/store/apps/details?id=de.mbaec.mbplayer
ru.studiobook.lovlyplotvy	Ловля плотвы	nan	0	nan	5.9M	nan	50+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=ru.studiobook.lovlyplotvy
br.gov.anp.anpep	ANP E&P	nan	0	33	46M	nan	1,000+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=br.gov.anp.anpep
com.buzzfeed.news	BuzzFeed News	4.5	0	4,027	14M	nan	100,000+	2,678	976	163	74	138	0	News & Magazines	Teen	https://play.google.com/store/apps/details?id=com.buzzfeed.news
com.jct.commando.fury.robotshooter	Grand Commando Vs Fury Robot Shooter	4.4	0	41	47M	$0.99 - $3.49 per item	5,000+	29	5	4	1	2	0	Action	Teen	https://play.google.com/store/apps/details?id=com.jct.commando.fury.robotshooter
com.queryhomeapp.android	Question Answer App, QueryHome	4.5	0	337	29M	nan	50,000+	262	29	21	6	21	0	Social	Teen	https://play.google.com/store/apps/details?id=com.queryhomeapp.android
com.pediatria.y.nutricion	Pediatría y Nutrición	nan	0	nan	15M	nan	100+	0	0	0	0	0	0	Education	Everyone 10+	https://play.google.com/store/apps/details?id=com.pediatria.y.nutricion
net.cofb.bbs	COFB, eina treball farmacèutics Barcelona	nan	0	15	16M	nan	1,000+	0	0	0	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=net.cofb.bbs
com.leonard.naturalphotoframe	Natural Photo Frame	4.3	0	2,871	8.6M	nan	1,000,000+	1,984	290	254	87	256	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.leonard.naturalphotoframe
com.quickmobile.acgmeaec17	ACGME AEC 2018	nan	0	nan	56M	nan	1,000+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.quickmobile.acgmeaec17
com.fishvillage.comefishing	나와라낚시대 - 낚시 렌탈 대여 서비스	nan	0	10	2.8M	nan	50+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.fishvillage.comefishing
com.lwapps.vozorixas	Rádio a Voz Dos Orixás	nan	0	3	2.8M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.lwapps.vozorixas
reyst.gsihome.bfc	The Nearest Birthday	nan	0	8	971k	nan	100+	0	0	0	0	0	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=reyst.gsihome.bfc
com.aliftech.brutrack	Bru-Track	2.8	0	19	3.1M	nan	1,000+	6	1	1	6	5	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.aliftech.brutrack
com.atsdev.babyphotomontage	Baby Photo Montage	4.2	0	311	17M	nan	100,000+	209	39	23	10	33	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.atsdev.babyphotomontage
com.gameforhouse.carpark2018	Real Car Park 2018	3.3	0	6,852	54M	nan	1,000,000+	3,573	278	312	196	2,511	0	Simulation	Unrated	https://play.google.com/store/apps/details?id=com.gameforhouse.carpark2018
appinventor.ai_ludhiarjono.AEC12x	AEC Bluetooth with 12.Relay Control	5.0	0	nan	2.0M	nan	50+	1	0	0	0	0	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=appinventor.ai_ludhiarjono.AEC12x
com.sevennex.anpphotos.frames	ANP Photo Frames	4.6	0	169	9.8M	nan	10,000+	141	8	4	6	10	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.sevennex.anpphotos.frames
net.minhawebradio.cantinhodaquimbanda	Rádio Cantinho Da Quimbanda	nan	0	50	1.8M	nan	5,000+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=net.minhawebradio.cantinhodaquimbanda
com.universal.informer.sovety_nachinauschemu_karpiatniku	Ловля Карпа Советы Начинающему Карпятнику	nan	0	17	21M	nan	5,000+	0	0	0	0	0	0	Books & Reference	Everyone 10+	https://play.google.com/store/apps/details?id=com.universal.informer.sovety_nachinauschemu_karpiatniku
com.datapro.dibs.bolnvotp	Banesco Token NV	nan	0	nan	942k	nan	1,000+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.datapro.dibs.bolnvotp
com.medhand.ENTBP20	Nelson Textbook of Pediatrics	4.1	$143.99 	8	72M	nan	10+	4	1	3	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.medhand.ENTBP20
com.stupendous.multiscreenvideoplayer	Multi Screen Video Player	4.2	0	623	Varies with device	$1.49 per item	100,000+	416	70	49	21	67	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.stupendous.multiscreenvideoplayer
fliptech.pakistanfmworld	A2Z Pakistan FM Radio | 140 Radios | Music & Songs	4.3	0	1,140	4.1M	$1.49 per item	100,000+	745	195	81	43	77	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=fliptech.pakistanfmworld
com.economic.theory	Economic theories	4.5	0	92	11M	nan	10,000+	66	16	8	1	2	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.economic.theory
com.tripbuilder.aec365	Association of ERGs & Councils	nan	0	nan	14M	nan	5+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.tripbuilder.aec365
com.fanchants.team54	FanChants: Blackpool Fans	nan	0	nan	16M	$0.99 - $4.99 per item	10+	0	0	0	0	0	0	Sports	Mature 17+	https://play.google.com/store/apps/details?id=com.fanchants.team54
com.rahasofts.arabiccalendar	Arabic Calendar - Prayer Time	4.7	0	272	3.8M	nan	50,000+	218	31	14	5	4	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.rahasofts.arabiccalendar
com.photoeditor.superheroes.suitsmanga	Super Hero Photo Suits 2	nan	0	9	4.6M	nan	5,000+	0	0	0	0	0	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.photoeditor.superheroes.suitsmanga
com.neptuns.usefulfishingknotspro	Useful Fishing Knots Pro	4.5	$0.99 	14	Varies with device	nan	500+	7	7	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.neptuns.usefulfishingknotspro
rafael.text	Leitor de textos	3.2	0	71	2.0M	nan	10,000+	27	10	6	4	24	0	Tools	Everyone	https://play.google.com/store/apps/details?id=rafael.text
com.ayaatapps.biyer_saj	বিয়ের সাজ ~ সাজগোজ 2018 ~ বিউটি টিপস	4.4	0	35	4.4M	nan	10,000+	28	1	2	0	4	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.ayaatapps.biyer_saj
com.anpphotoframe.anpflexmaker.awaminationalparty	ANP Photo Frames and Songs – Pakhtoon Photo frames	4.8	0	52	8.9M	nan	10,000+	46	2	3	0	1	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.anpphotoframe.anpflexmaker.awaminationalparty
com.surenhakobyan.smashinggames	Smash Master	4.0	0	5,723	18M	nan	1,000,000+	3,047	996	726	283	671	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.surenhakobyan.smashinggames
ng.com.altectic.aecencrypter	AEC Encrypter	nan	0	nan	3.0M	nan	1+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=ng.com.altectic.aecencrypter
es.indra.VMOEdeNorte	EdenorteApp	4.1	0	123	9.7M	nan	10,000+	73	19	11	5	15	0	Tools	Everyone	https://play.google.com/store/apps/details?id=es.indra.VMOEdeNorte
com.elsevier.stmj.jat.newsstand.ympd	The Journal of Pediatrics	nan	0	16	9.9M	nan	5,000+	0	0	0	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.elsevier.stmj.jat.newsstand.ympd
com.keyboard.android.apps.inputmethod.arabic	Arabic Input keyboard	4.2	0	32	6.1M	nan	10,000+	22	2	4	1	3	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.keyboard.android.apps.inputmethod.arabic
com.ctconnect.reshetganim	רשת הגנים של אגודת ישראל‎	nan	0	nan	18M	nan	10+	0	0	0	0	0	0	Social	Teen	https://play.google.com/store/apps/details?id=com.ctconnect.reshetganim
com.hcmagic.askadoctor	Ask a Doctor	4.0	0	6,636	19M	$1.02 - $199.99 per item	100,000+	3,727	1,307	493	203	907	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.hcmagic.askadoctor
com.app.assamtalks	Assam Talks	4.4	0	315	19M	nan	100,000+	238	25	27	4	21	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.app.assamtalks
com.anpkeyboard.awaminationalparty.anpphotoframes	ANP Keyboard – Easy Pashto Typing Method	4.6	0	11	9.6M	nan	1,000+	8	2	1	0	0	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.anpkeyboard.awaminationalparty.anpphotoframes
ezlife.cloud.tv	電視盒 新聞直播 綜藝節目	4.5	0	1,340	6.1M	nan	100,000+	963	243	58	13	68	0	Video Players & Editors	Teen	https://play.google.com/store/apps/details?id=ezlife.cloud.tv
com.escape.neat.no43cage	Escape Games: Cage	3.8	0	2,287	47M	nan	500,000+	1,063	486	325	91	322	0	Adventure	Everyone 10+	https://play.google.com/store/apps/details?id=com.escape.neat.no43cage
com.ammssdevfive.transltour	translator for all language	4.4	0	321	1.2M	nan	100,000+	244	24	20	6	29	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.ammssdevfive.transltour
com.kasitskyi.voicerecorder	Bluetooth Voice Recorder	4.1	0	1,798	624k	nan	100,000+	1,100	280	129	88	204	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.kasitskyi.voicerecorder
com.andromo.dev696732.app844216	All Nigerian State Governments	4.6	0	30	3.6M	nan	5,000+	24	1	5	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev696732.app844216
com.topapp.fishingcalendarpro	Fishing Calendar Pro	4.6	$5.99 	58	17M	nan	500+	38	15	4	1	0	0	Weather	Everyone	https://play.google.com/store/apps/details?id=com.topapp.fishingcalendarpro
com.GoldNecklaceDesign.muntasir	Gold Necklace Design	4.2	0	17	5.3M	nan	10,000+	11	0	5	0	1	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.GoldNecklaceDesign.muntasir
com.idealapps7.anp.facephoto	ANP Flag On Face	nan	0	nan	3.6M	nan	1,000+	0	0	0	0	0	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.idealapps7.anp.facephoto
in.progressiveit.aecelectricals	AEC Electricals & Networks	nan	0	2	3.6M	nan	100+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=in.progressiveit.aecelectricals
com.unbound.android.medl	Prime: PubMed Journals & Tools	4.4	0	2,112	6.0M	nan	100,000+	1,311	557	132	52	60	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.unbound.android.medl
com.exovis.billingsdba	BFD Perks	5.0	0	nan	22M	nan	100+	1	0	0	0	0	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=com.exovis.billingsdba
com.ab1209.fastestfinger	Fastest Finger First	4.0	0	357	3.3M	nan	100,000+	225	35	32	11	54	0	Educational	Everyone	https://play.google.com/store/apps/details?id=com.ab1209.fastestfinger
com.launcher.butterfly.orchid.flower.theme	Pink Orchid 2018 New Theme	4.6	0	38	6.0M	nan	5,000+	26	7	5	0	0	0	Beauty	Everyone	https://play.google.com/store/apps/details?id=com.launcher.butterfly.orchid.flower.theme
com.MpFish.Knots	Fishing Knots Pro	4.3	$4.99 	149	Varies with device	nan	1,000+	97	25	12	8	7	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.MpFish.Knots
com.codingsips.anp	ANP News: Awami National Party KPK	5.0	0	9	8.4M	nan	1,000+	9	0	0	0	0	0	Social	Teen	https://play.google.com/store/apps/details?id=com.codingsips.anp
com.tasoftbd.allcalendar	Calendar 2019 (English,Bangla,Arabic)	4.4	0	426	6.6M	nan	100,000+	315	36	37	9	30	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.tasoftbd.allcalendar
com.vidyogram.keepradyo	KÜRTÇE HALAY (KÜRTÇE MÜZİK)	nan	0	27	4.0M	nan	10,000+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.vidyogram.keepradyo
appinventor.ai_sarapukdee.CellsCalculatorV2	Cells Calculator	4.5	0	107	1.9M	nan	10,000+	77	17	6	4	3	0	Medical	Everyone	https://play.google.com/store/apps/details?id=appinventor.ai_sarapukdee.CellsCalculatorV2
net.oneplus.forums	OnePlus Community	4.2	0	2,700	6.8M	nan	100,000+	1,733	402	170	110	295	0	Communication	Everyone	https://play.google.com/store/apps/details?id=net.oneplus.forums
de.fkt42.carpilog	CarpiLog - Angler catchlog app	nan	$2.49 	11	25M	nan	100+	0	0	0	0	0	0	Sports	Everyone	https://play.google.com/store/apps/details?id=de.fkt42.carpilog
